concept,style,color_0,count_0,color_1,count_1,color_2,count_2,color_3,count_3,color_4,count_4,color_dominant,method
adobe_brick,clipart,"[8, 7, 247]",3,"[186, 99, 61]",15945,"[237, 140, 81]",5791,"[235, 157, 94]",11536,"[180, 181, 86]",54,"[144, 80, 48]"
cheese,clipart,"[59, 56, 234]",10,"[222, 122, 32]",12108,"[122, 176, 143]",529,"[247, 216, 103]",14822,"[246, 227, 150]",6608,"[248, 179, 21]"
cabbage,clipart,"[34, 70, 26]",9775,"[7, 8, 248]",5,"[61, 105, 34]",18975,"[92, 141, 43]",26238,"[183, 211, 98]",22022,"[140, 183, 71]"
chestnut,clipart,"[7, 8, 248]",2,"[133, 79, 43]",5059,"[108, 147, 51]",2663,"[135, 185, 40]",2741,"[168, 182, 187]",990,"[111, 48, 15]"
cobalt,clipart,"[9, 71, 247]",1415,"[31, 82, 237]",2882,"[197, 210, 235]",730,"[7, 248, 8]",1,"[255, 220, 105]",13,"[48, 119, 245]"
chocolate_mousse,clipart,"[142, 82, 58]",5121,"[123, 108, 103]",1809,"[177, 144, 125]",864,"[161, 199, 214]",1275,"[215, 215, 214]",1969,"[114, 48, 32]"
grapefruit,clipart,"[247, 8, 248]",1,"[247, 133, 26]",1114,"[248, 182, 59]",1628,"[248, 221, 163]",1548,"[248, 221, 191]",1824,"[247, 67, 39]"
chlorophyll,clipart,"[42, 121, 55]",6323,"[166, 77, 226]",16,"[43, 144, 34]",6154,"[80, 213, 20]",2465,"[220, 232, 217]",1237,"[80, 175, 48]"
aquarium,clipart,"[84, 90, 103]",8854,"[140, 71, 48]",6533,"[75, 171, 87]",6870,"[208, 185, 126]",3446,"[189, 220, 222]",6572,"[48, 239, 239]"
cinnabar,clipart,"[139, 45, 139]",22,"[175, 48, 54]",5902,"[193, 37, 42]",7659,"[75, 158, 63]",182,"[233, 200, 146]",886,"[240, 47, 48]"
citrus,clipart,"[78, 166, 69]",1451,"[246, 157, 28]",3702,"[212, 222, 61]",7507,"[245, 236, 152]",11858,"[247, 246, 219]",9743,"[240, 207, 15]"
coffee,clipart,"[211, 76, 247]",3,"[86, 248, 80]",2,"[249, 240, 72]",8,"[240, 238, 221]",2416,"[240, 238, 238]",2031,"[92, 44, 18]"
chino,clipart,"[7, 8, 248]",1,"[100, 70, 54]",5943,"[90, 108, 133]",529,"[237, 233, 216]",1815,"[248, 247, 8]",1,"[156, 108, 79]"
clementine,clipart,"[82, 3, 228]",7,"[64, 145, 103]",3196,"[247, 99, 9]",7281,"[242, 180, 64]",4045,"[236, 229, 218]",3315,"[247, 154, 10]"
chalkboard,clipart,"[7, 8, 248]",1,"[61, 103, 70]",7618,"[208, 39, 32]",121,"[168, 100, 56]",15462,"[204, 134, 70]",9642,"[36, 87, 54]"
chalk,clipart,"[122, 125, 128]",1156,"[59, 144, 145]",1302,"[60, 202, 201]",612,"[105, 204, 203]",2578,"[245, 245, 245]",6379,"[175, 175, 175]"
clover,clipart,"[8, 7, 247]",3,"[36, 128, 52]",5829,"[232, 8, 232]",9,"[16, 216, 36]",1483,"[115, 211, 55]",6329,"[44, 178, 64]"
cumin,clipart,"[120, 64, 188]",17,"[183, 132, 64]",2735,"[135, 174, 64]",1449,"[240, 144, 22]",780,"[213, 207, 190]",346,"[102, 153, 48]"
chocolate_ice_cream,clipart,"[95, 2, 221]",5,"[147, 87, 56]",7022,"[199, 117, 58]",8548,"[227, 158, 88]",6993,"[221, 212, 193]",825,"[104, 56, 24]"
corn,clipart,"[111, 37, 214]",13,"[87, 156, 15]",1515,"[226, 117, 18]",3751,"[247, 214, 48]",10114,"[240, 219, 108]",3018,"[239, 176, 15]"
citrine,clipart,"[145, 23, 213]",24,"[214, 101, 19]",11254,"[244, 170, 28]",11038,"[246, 233, 200]",2312,"[246, 239, 124]",2654,"[240, 207, 15]"
ebony,clipart,"[93, 25, 108]",7,"[127, 9, 10]",17,"[165, 146, 127]",727,"[7, 248, 8]",2,"[229, 228, 221]",804,"[47, 48, 47]"
bear,clipart,"[104, 49, 31]",13539,"[100, 31, 186]",7,"[183, 111, 66]",8076,"[81, 173, 23]",12,"[236, 199, 159]",8754,"[154, 74, 37]"
cilantro,clipart,"[154, 78, 230]",65,"[123, 183, 39]",19719,"[158, 195, 90]",9696,"[194, 207, 163]",2590,"[45, 248, 7]",36,"[80, 143, 15]"
flax,clipart,"[179, 0, 248]",7,"[128, 126, 173]",916,"[131, 163, 104]",3740,"[232, 172, 64]",767,"[145, 200, 44]",1144,"[69, 148, 61]"
cream,clipart,"[97, 47, 248]",9,"[155, 197, 190]",2637,"[229, 184, 113]",4646,"[246, 222, 156]",13045,"[236, 231, 224]",9597,"[240, 239, 208]"
gold,clipart,"[63, 34, 185]",17,"[209, 167, 83]",7431,"[239, 179, 42]",8647,"[228, 229, 82]",383,"[240, 234, 203]",1653,"[245, 212, 81]"
cornstarch,clipart,"[7, 8, 248]",9,"[54, 107, 246]",419,"[246, 194, 61]",980,"[223, 209, 181]",13763,"[237, 234, 235]",15468,"[240, 239, 208]"
chamomile,clipart,"[199, 117, 240]",16,"[103, 190, 56]",212,"[247, 189, 49]",1806,"[216, 237, 233]",3244,"[246, 245, 242]",13414,"[240, 207, 15]"
coyote,clipart,"[106, 57, 40]",8340,"[104, 0, 217]",13,"[203, 161, 127]",8978,"[154, 220, 71]",73,"[243, 226, 193]",14905,"[240, 112, 47]"
duck_egg,clipart,"[233, 115, 40]",1037,"[211, 100, 248]",3,"[247, 196, 63]",1565,"[247, 199, 18]",671,"[215, 208, 195]",6648,"[247, 247, 197]"
coriander,clipart,"[49, 109, 17]",8673,"[133, 70, 196]",113,"[127, 185, 29]",17608,"[136, 186, 69]",8072,"[172, 195, 132]",2547,"[68, 155, 12]"
fog,clipart,"[9, 9, 203]",3,"[60, 111, 131]",5619,"[101, 121, 121]",14187,"[99, 174, 174]",6344,"[7, 248, 8]",1,"[143, 175, 175]"
lemon,clipart,"[94, 0, 248]",12,"[49, 172, 232]",152,"[247, 165, 22]",1887,"[242, 186, 14]",3840,"[212, 215, 142]",2096,"[247, 219, 13]"
cherry_yoghurt,clipart,"[166, 0, 248]",2,"[200, 48, 72]",1710,"[213, 22, 47]",670,"[237, 137, 162]",2459,"[233, 234, 232]",2009,"[247, 189, 204]"
brine,clipart,"[56, 87, 134]",1711,"[171, 79, 83]",137,"[113, 189, 62]",55,"[169, 232, 244]",6919,"[236, 241, 242]",8848,"[16, 207, 240]"
coral,clipart,"[78, 43, 95]",1271,"[149, 56, 75]",5722,"[69, 133, 141]",1025,"[241, 135, 106]",5385,"[91, 187, 98]",259,"[239, 80, 79]"
alizarin,clipart,"[73, 121, 68]",381,"[247, 24, 41]",1559,"[197, 95, 118]",1242,"[68, 152, 44]",620,"[240, 236, 237]",3982,"[207, 16, 48]"
jasmine,clipart,"[88, 74, 248]",2,"[72, 133, 79]",1404,"[119, 180, 65]",970,"[231, 214, 96]",1097,"[238, 243, 239]",8133,"[242, 243, 227]"
aubergine,clipart,"[87, 69, 35]",2104,"[142, 0, 248]",8,"[133, 96, 123]",3528,"[112, 147, 63]",3083,"[129, 183, 50]",5551,"[74, 26, 58]"
lima,clipart,"[208, 112, 76]",337,"[162, 159, 153]",2737,"[215, 184, 114]",207,"[132, 213, 135]",21,"[239, 239, 239]",4518,"[232, 231, 232]"
charcoal,clipart,"[86, 85, 87]",7390,"[248, 8, 8]",2,"[247, 8, 248]",1,"[156, 157, 34]",29,"[180, 179, 178]",3045,"[47, 48, 47]"
firebrick,clipart,"[138, 7, 182]",2,"[237, 106, 44]",2308,"[241, 145, 67]",2839,"[248, 217, 57]",467,"[244, 236, 185]",236,"[175, 80, 48]"
burlap,clipart,"[248, 8, 8]",7,"[185, 148, 102]",9064,"[219, 159, 101]",2759,"[233, 203, 154]",7759,"[244, 248, 78]",38,"[208, 175, 144]"
brick,clipart,"[8, 7, 247]",3,"[170, 101, 70]",25372,"[226, 138, 77]",26426,"[238, 168, 93]",2168,"[248, 247, 52]",9,"[213, 116, 67]"
ham,clipart,"[164, 66, 65]",5472,"[201, 76, 71]",2197,"[42, 166, 132]",763,"[243, 200, 185]",4606,"[247, 213, 179]",2312,"[233, 118, 102]"
elephant,clipart,"[7, 8, 248]",1,"[103, 99, 108]",18747,"[231, 105, 109]",2143,"[231, 147, 149]",5736,"[153, 191, 70]",91,"[150, 153, 153]"
chartreuse,clipart,"[130, 71, 232]",26,"[166, 196, 47]",5552,"[190, 208, 124]",3532,"[220, 228, 200]",3640,"[226, 228, 230]",1650,"[192, 247, 12]"
hummus,clipart,"[65, 36, 217]",19,"[203, 74, 35]",3388,"[218, 152, 63]",22414,"[241, 175, 54]",15643,"[232, 232, 226]",2514,"[247, 200, 81]"
leaf,clipart,"[74, 54, 202]",33,"[196, 94, 30]",983,"[120, 181, 42]",14809,"[154, 206, 27]",8401,"[242, 178, 38]",6398,"[80, 143, 15]"
camouflage,clipart,"[85, 64, 45]",37290,"[152, 1, 214]",4,"[108, 133, 51]",8194,"[151, 143, 89]",29382,"[230, 247, 49]",160,"[72, 88, 55]"
cookie_monster,clipart,"[127, 68, 38]",5618,"[33, 101, 152]",12413,"[14, 102, 186]",9456,"[232, 163, 83]",9907,"[244, 203, 97]",2546,"[16, 176, 239]"
cloud,clipart,"[43, 41, 221]",10,"[135, 184, 230]",671,"[114, 234, 232]",51,"[249, 247, 114]",4,"[246, 247, 247]",15343,"[230, 245, 245]"
hibiscus,clipart,"[146, 43, 69]",4287,"[166, 0, 248]",10,"[55, 128, 69]",784,"[244, 138, 64]",1593,"[241, 203, 159]",716,"[239, 80, 79]"
cheddar_cheese,clipart,"[146, 43, 248]",22,"[236, 101, 16]",5050,"[129, 229, 225]",29,"[247, 211, 54]",8588,"[246, 212, 98]",6585,"[247, 199, 48]"
cocoa,clipart,"[238, 8, 8]",7,"[177, 115, 80]",4905,"[173, 196, 65]",17,"[221, 194, 165]",1729,"[242, 239, 229]",2830,"[128, 80, 48]"
corn_silk,clipart,"[67, 121, 30]",10209,"[139, 84, 194]",26,"[111, 181, 28]",14630,"[207, 179, 98]",16820,"[236, 186, 40]",32559,"[162, 214, 41]"
concord_grape,clipart,"[41, 18, 74]",3459,"[87, 34, 81]",9127,"[124, 107, 135]",2961,"[78, 136, 49]",662,"[99, 247, 27]",16,"[60, 13, 62]"
chocolate_pudding,clipart,"[116, 61, 36]",10915,"[225, 46, 45]",64,"[146, 82, 248]",4,"[144, 115, 103]",1323,"[176, 194, 199]",1780,"[90, 41, 10]"
ivy,clipart,"[122, 33, 192]",17,"[48, 125, 54]",14890,"[224, 49, 13]",19,"[106, 165, 53]",10851,"[240, 180, 41]",488,"[35, 186, 31]"
frog,clipart,"[69, 21, 159]",9,"[59, 93, 40]",10144,"[79, 140, 39]",8604,"[174, 165, 120]",7657,"[206, 218, 70]",7952,"[112, 175, 48]"
clay,clipart,"[104, 61, 41]",9066,"[7, 8, 248]",2,"[139, 83, 52]",14993,"[248, 8, 8]",13,"[177, 224, 60]",15,"[176, 111, 80]"
coffee_bean,clipart,"[66, 36, 24]",6410,"[122, 73, 46]",10595,"[159, 114, 85]",1409,"[157, 175, 28]",9,"[229, 217, 196]",285,"[89, 41, 25]"
cinnamon,clipart,"[89, 40, 25]",2483,"[7, 8, 248]",2,"[145, 71, 37]",4156,"[223, 144, 74]",2044,"[232, 210, 195]",263,"[193, 111, 45]"
citrus_orange,clipart,"[115, 0, 248]",8,"[59, 147, 98]",1246,"[247, 179, 42]",10514,"[247, 207, 53]",5769,"[248, 236, 182]",6727,"[240, 144, 15]"
cranberry,clipart,"[189, 16, 55]",4367,"[69, 110, 45]",1840,"[147, 0, 248]",5,"[115, 171, 52]",1174,"[230, 200, 208]",1186,"[144, 15, 47]"
grain,clipart,"[43, 23, 189]",24,"[98, 118, 59]",2585,"[171, 109, 54]",8460,"[235, 180, 48]",17357,"[215, 189, 109]",21506,"[190, 200, 56]"
cotton_candy,clipart,"[156, 41, 248]",20,"[203, 119, 72]",631,"[246, 127, 183]",3711,"[88, 229, 240]",702,"[246, 241, 241]",6965,"[240, 175, 208]"
lime_popsicle,clipart,"[123, 16, 247]",21,"[60, 144, 242]",270,"[96, 169, 28]",9873,"[225, 192, 138]",9404,"[165, 246, 13]",11452,"[162, 208, 21]"
citron,clipart,"[72, 33, 230]",15,"[66, 134, 47]",2933,"[245, 184, 12]",3946,"[197, 223, 192]",1379,"[209, 228, 19]",4235,"[240, 207, 15]"
chlorine,clipart,"[43, 96, 139]",1235,"[44, 159, 205]",2923,"[175, 226, 238]",2457,"[247, 229, 81]",141,"[233, 244, 245]",4065,"[111, 207, 240]"
custard,clipart,"[80, 45, 231]",8,"[203, 83, 86]",1241,"[67, 173, 192]",1152,"[245, 230, 158]",6405,"[240, 235, 224]",6958,"[248, 219, 113]"
hydrangea,clipart,"[46, 108, 34]",4266,"[83, 126, 212]",4596,"[107, 155, 207]",6742,"[149, 189, 199]",5097,"[188, 212, 148]",3387,"[71, 155, 16]"
limeade,clipart,"[98, 70, 213]",22,"[73, 153, 49]",4642,"[112, 198, 31]",10435,"[203, 229, 174]",7172,"[224, 236, 236]",10468,"[143, 240, 15]"
coal,clipart,"[13, 13, 14]",21817,"[125, 9, 10]",18,"[7, 8, 248]",1,"[81, 82, 82]",4746,"[220, 220, 220]",711,"[47, 48, 47]"
cheesecake,clipart,"[95, 40, 237]",13,"[185, 95, 46]",15001,"[221, 60, 67]",5873,"[241, 177, 90]",12027,"[247, 239, 200]",5211,"[248, 213, 130]"
chocolate,clipart,"[71, 36, 27]",18104,"[40, 17, 159]",15,"[178, 119, 85]",12176,"[215, 202, 130]",995,"[238, 248, 7]",16,"[144, 80, 48]"
cherry_blossom,clipart,"[114, 55, 39]",12137,"[89, 171, 226]",12446,"[105, 192, 154]",2201,"[242, 154, 189]",31310,"[223, 170, 224]",5319,"[246, 213, 228]"
chocolate_milk,clipart,"[88, 74, 248]",2,"[181, 133, 109]",7800,"[160, 207, 206]",1985,"[233, 196, 61]",333,"[226, 218, 212]",7411,"[138, 73, 57]"
egg,clipart,"[134, 48, 248]",3,"[227, 107, 69]",3568,"[247, 140, 30]",3918,"[66, 190, 126]",399,"[244, 240, 223]",5088,"[240, 207, 15]"
cinder,clipart,"[78, 8, 133]",8,"[172, 55, 43]",1103,"[242, 94, 28]",883,"[245, 218, 48]",586,"[223, 221, 220]",591,"[47, 48, 47]"
onyx,clipart,"[8, 7, 8]",14500,"[90, 90, 92]",4037,"[248, 8, 8]",1,"[157, 157, 157]",1307,"[229, 230, 230]",728,"[37, 40, 40]"
dust,clipart,"[227, 40, 21]",8,"[103, 140, 142]",3394,"[90, 185, 185]",1878,"[190, 220, 120]",17,"[229, 234, 235]",4403,"[183, 184, 184]"
goldenrod,clipart,"[99, 81, 233]",148,"[77, 147, 66]",8746,"[110, 170, 39]",14257,"[242, 177, 20]",5474,"[173, 198, 154]",4652,"[245, 219, 17]"
cucumber,clipart,"[8, 7, 120]",1,"[203, 9, 9]",3,"[56, 123, 23]",7743,"[91, 171, 28]",5625,"[154, 196, 82]",3043,"[16, 79, 15]"
forest,clipart,"[128, 64, 40]",11755,"[47, 137, 68]",16321,"[242, 19, 12]",38,"[104, 188, 58]",5061,"[214, 230, 223]",771,"[16, 79, 47]"
cork,clipart,"[116, 65, 41]",4443,"[134, 0, 248]",3,"[171, 109, 65]",11966,"[188, 107, 63]",8480,"[248, 247, 52]",9,"[207, 144, 79]"
parsnip,clipart,"[13, 30, 231]",4,"[98, 143, 101]",3266,"[118, 165, 59]",9059,"[236, 185, 108]",3945,"[28, 248, 25]",10,"[240, 208, 111]"
lime_peel,clipart,"[98, 49, 231]",8,"[116, 151, 37]",5025,"[131, 181, 25]",7869,"[225, 235, 145]",6954,"[244, 244, 210]",1438,"[175, 208, 16]"
flan,clipart,"[187, 49, 40]",1531,"[228, 134, 45]",6149,"[246, 149, 26]",5917,"[38, 248, 247]",10,"[238, 237, 159]",446,"[246, 181, 85]"
nectarine,clipart,"[148, 0, 191]",7,"[246, 105, 32]",5870,"[245, 158, 41]",7303,"[247, 196, 48]",8830,"[227, 211, 121]",2750,"[248, 22, 7]"
lemon_chiffon,clipart,"[194, 72, 248]",5,"[219, 172, 44]",3864,"[247, 240, 55]",4340,"[240, 238, 232]",5090,"[246, 242, 195]",8749,"[247, 231, 40]"
petroleum,clipart,"[41, 31, 201]",22,"[81, 68, 58]",921,"[56, 112, 145]",354,"[184, 143, 64]",671,"[228, 236, 232]",810,"[239, 176, 15]"
hyacinth,clipart,"[90, 66, 212]",1094,"[129, 107, 222]",5310,"[131, 120, 154]",1685,"[145, 127, 213]",9165,"[150, 158, 103]",266,"[104, 79, 194]"
peanut,clipart,"[99, 54, 35]",3333,"[94, 35, 228]",7,"[190, 130, 80]",14606,"[90, 160, 97]",955,"[241, 248, 85]",20,"[229, 181, 114]"
platinum,clipart,"[7, 8, 248]",1,"[71, 75, 86]",576,"[108, 108, 199]",12,"[152, 154, 171]",687,"[157, 163, 163]",702,"[208, 208, 208]"
raspberry_sorbet,clipart,"[149, 18, 56]",6699,"[92, 124, 51]",362,"[238, 90, 132]",6140,"[111, 179, 21]",981,"[236, 201, 211]",1669,"[240, 15, 80]"
manila_folder,clipart,"[81, 113, 153]",1838,"[235, 172, 74]",18824,"[244, 214, 141]",13650,"[245, 239, 215]",12393,"[244, 244, 245]",18033,"[247, 216, 123]"
sandstorm,clipart,"[98, 136, 83]",60,"[184, 116, 57]",1079,"[247, 151, 20]",2383,"[245, 164, 60]",1770,"[245, 245, 79]",23,"[227, 146, 56]"
cordovan,clipart,"[53, 39, 35]",3685,"[99, 61, 54]",5899,"[57, 45, 214]",4,"[147, 73, 47]",2930,"[176, 149, 141]",2741,"[63, 14, 13]"
lime_sorbet,clipart,"[134, 72, 214]",14,"[77, 165, 22]",4296,"[162, 209, 56]",7557,"[211, 225, 134]",4840,"[218, 233, 214]",2528,"[143, 240, 15]"
jungle,clipart,"[10, 19, 101]",13,"[126, 69, 32]",7196,"[59, 126, 64]",17522,"[92, 161, 49]",13727,"[162, 210, 47]",8877,"[16, 48, 47]"
persimmon,clipart,"[68, 78, 34]",2352,"[132, 0, 231]",13,"[243, 81, 15]",2375,"[166, 171, 94]",903,"[237, 150, 33]",3301,"[247, 121, 8]"
concrete,clipart,"[135, 131, 131]",41416,"[148, 148, 132]",20820,"[152, 152, 152]",29357,"[205, 201, 201]",27278,"[229, 248, 92]",11,"[199, 199, 200]"
jasper,clipart,"[9, 9, 203]",3,"[108, 60, 41]",6264,"[243, 158, 63]",1479,"[226, 206, 181]",2845,"[245, 244, 241]",806,"[240, 112, 47]"
poop,clipart,"[51, 23, 16]",4533,"[85, 41, 25]",8667,"[100, 90, 248]",3,"[180, 123, 85]",6505,"[197, 191, 189]",2089,"[144, 80, 48]"
honeydew,clipart,"[82, 129, 45]",9360,"[189, 98, 59]",2256,"[176, 207, 80]",14291,"[197, 230, 52]",8666,"[228, 227, 181]",2981,"[239, 240, 143]"
soot,clipart,"[9, 8, 7]",16813,"[11, 8, 24]",779,"[116, 115, 116]",487,"[73, 220, 193]",3,"[229, 229, 230]",487,"[40, 40, 39]"
mermaid,clipart,"[139, 44, 86]",5419,"[212, 52, 84]",6381,"[38, 134, 133]",7656,"[80, 201, 168]",11749,"[243, 221, 160]",3643,"[245, 211, 195]"
rosewood,clipart,"[140, 62, 40]",5576,"[137, 0, 221]",5,"[161, 104, 88]",1016,"[149, 138, 132]",711,"[205, 249, 64]",6,"[116, 51, 35]"
copper,clipart,"[7, 8, 248]",1,"[181, 109, 76]",7496,"[236, 182, 147]",6574,"[119, 229, 236]",18,"[248, 247, 22]",23,"[244, 136, 88]"
desert_sand,clipart,"[198, 119, 71]",3947,"[205, 141, 91]",19563,"[222, 143, 71]",8311,"[248, 203, 119]",3643,"[248, 248, 8]",7,"[239, 176, 111]"
fungus,clipart,"[7, 8, 248]",2,"[195, 56, 55]",2228,"[204, 164, 123]",5404,"[172, 202, 79]",42,"[243, 230, 191]",5416,"[247, 77, 71]"
fawn,clipart,"[79, 48, 39]",7551,"[147, 73, 49]",10424,"[132, 166, 60]",159,"[217, 162, 126]",7931,"[238, 225, 191]",11317,"[208, 117, 69]"
chiffon,clipart,"[154, 93, 81]",6335,"[247, 8, 7]",6,"[105, 175, 167]",22465,"[197, 157, 152]",17006,"[178, 232, 97]",42,"[149, 195, 195]"
flora,clipart,"[86, 31, 227]",13,"[75, 127, 99]",2128,"[244, 94, 48]",1077,"[158, 205, 93]",4898,"[230, 236, 217]",3459,"[240, 208, 47]"
sunset,clipart,"[34, 63, 95]",3237,"[171, 48, 248]",8,"[108, 131, 152]",3013,"[216, 160, 124]",1584,"[248, 209, 123]",2139,"[248, 245, 139]"
cornflower,clipart,"[65, 70, 231]",2016,"[96, 99, 195]",10233,"[98, 107, 239]",12086,"[169, 167, 176]",1953,"[197, 178, 76]",1362,"[111, 144, 240]"
squirrel,clipart,"[109, 63, 52]",9408,"[188, 60, 214]",4,"[129, 158, 47]",64,"[219, 181, 153]",4961,"[245, 237, 207]",9775,"[207, 112, 80]"
granny_smith_apple,clipart,"[115, 61, 23]",1975,"[96, 41, 223]",16,"[114, 141, 29]",8912,"[132, 175, 21]",22902,"[227, 232, 147]",5429,"[175, 208, 16]"
tulip,clipart,"[173, 10, 173]",4,"[241, 125, 133]",836,"[243, 173, 88]",684,"[244, 217, 199]",201,"[198, 249, 52]",4,"[241, 79, 64]"
putty,clipart,"[166, 84, 139]",426,"[143, 107, 76]",2946,"[186, 165, 189]",225,"[202, 175, 127]",5751,"[224, 170, 99]",2808,"[246, 211, 121]"
lips,clipart,"[78, 115, 118]",233,"[174, 0, 248]",11,"[192, 89, 108]",3367,"[235, 65, 113]",3116,"[240, 203, 210]",2097,"[245, 45, 98]"
pig,clipart,"[197, 31, 224]",17,"[238, 102, 120]",20294,"[233, 130, 140]",19299,"[130, 179, 80]",140,"[244, 217, 212]",6773,"[240, 175, 175]"
slug,clipart,"[7, 8, 248]",2,"[200, 76, 66]",2069,"[133, 123, 123]",576,"[188, 108, 70]",2912,"[247, 123, 19]",689,"[247, 117, 62]"
toast,clipart,"[135, 59, 197]",6,"[215, 130, 36]",1445,"[223, 232, 236]",10859,"[245, 235, 180]",6064,"[244, 241, 219]",6906,"[248, 186, 16]"
iguana,clipart,"[56, 31, 151]",64,"[86, 108, 73]",11069,"[175, 110, 71]",1932,"[87, 150, 70]",12798,"[214, 194, 94]",4034,"[145, 188, 27]"
silver,clipart,"[76, 4, 160]",3,"[131, 131, 147]",4931,"[136, 139, 139]",11055,"[181, 249, 80]",4,"[247, 247, 247]",3692,"[175, 175, 175]"
pineapple,clipart,"[81, 30, 147]",91,"[35, 108, 60]",15289,"[73, 164, 57]",16556,"[227, 129, 21]",20750,"[240, 217, 22]",10372,"[239, 176, 15]"
jam,clipart,"[218, 51, 73]",6218,"[234, 159, 82]",3135,"[247, 208, 90]",4414,"[230, 222, 219]",5438,"[245, 227, 174]",7282,"[176, 15, 48]"
chambray,clipart,"[57, 47, 188]",47,"[248, 8, 8]",4,"[93, 130, 180]",25595,"[107, 138, 169]",46172,"[203, 203, 9]",3,"[144, 175, 208]"
mold,clipart,"[86, 87, 88]",8215,"[247, 8, 248]",1,"[136, 143, 142]",11876,"[55, 186, 155]",3202,"[86, 215, 198]",3134,"[184, 183, 184]"
shrimp,clipart,"[30, 35, 155]",84,"[123, 43, 37]",4229,"[195, 47, 25]",9108,"[115, 148, 153]",1445,"[233, 151, 107]",3168,"[240, 80, 15]"
heather,clipart,"[121, 51, 213]",21,"[160, 136, 179]",2071,"[99, 163, 140]",2911,"[188, 186, 169]",4838,"[223, 247, 42]",33,"[167, 183, 118]"
turnip,clipart,"[197, 15, 86]",2346,"[186, 8, 233]",10,"[91, 135, 46]",2912,"[146, 189, 56]",4989,"[170, 184, 173]",1162,"[240, 37, 106]"
vanilla,clipart,"[107, 63, 231]",8,"[110, 186, 91]",297,"[246, 213, 106]",2924,"[242, 216, 148]",17896,"[242, 241, 235]",4009,"[247, 236, 189]"
terra,clipart,"[67, 77, 72]",393,"[140, 131, 125]",1724,"[138, 199, 234]",625,"[248, 247, 8]",1,"[244, 246, 246]",905,"[199, 200, 184]"
soap,clipart,"[98, 42, 248]",16,"[74, 161, 139]",3334,"[212, 132, 36]",4007,"[132, 207, 154]",4211,"[233, 188, 104]",16177,"[245, 232, 185]"
sewage,clipart,"[73, 57, 248]",6,"[79, 125, 139]",7295,"[167, 141, 70]",748,"[184, 191, 195]",7970,"[7, 248, 8]",2,"[80, 175, 175]"
strawberry,clipart,"[118, 17, 182]",28,"[49, 126, 30]",8156,"[231, 151, 38]",2923,"[114, 205, 22]",9094,"[233, 190, 176]",1262,"[248, 10, 7]"
sunburn,clipart,"[46, 25, 217]",13,"[225, 103, 37]",1227,"[108, 193, 198]",1529,"[247, 182, 39]",6849,"[238, 235, 194]",2063,"[247, 231, 31]"
parakeet,clipart,"[69, 132, 51]",15005,"[225, 74, 93]",1351,"[185, 117, 80]",2007,"[146, 164, 168]",2717,"[136, 199, 32]",20890,"[247, 231, 33]"
leaves,clipart,"[7, 8, 248]",19,"[209, 94, 220]",34,"[104, 172, 80]",20047,"[221, 148, 48]",1770,"[76, 191, 49]",26469,"[149, 183, 70]"
meadow,clipart,"[59, 123, 44]",9180,"[86, 168, 49]",35963,"[182, 220, 128]",13955,"[205, 231, 85]",12320,"[165, 245, 59]",20410,"[128, 221, 39]"
peach,clipart,"[192, 65, 55]",731,"[80, 138, 50]",1149,"[247, 176, 73]",2619,"[50, 227, 45]",7,"[246, 212, 110]",2401,"[247, 82, 70]"
yam,clipart,"[23, 41, 248]",6,"[109, 153, 49]",1884,"[240, 124, 46]",10469,"[56, 174, 155]",644,"[230, 141, 72]",21670,"[247, 173, 94]"
pollen,clipart,"[43, 32, 181]",104,"[120, 132, 56]",1404,"[82, 153, 141]",747,"[243, 173, 27]",6285,"[239, 237, 219]",959,"[240, 207, 15]"
pickle,clipart,"[37, 81, 23]",6066,"[64, 131, 19]",15824,"[142, 149, 150]",105,"[96, 217, 21]",2358,"[167, 207, 67]",3144,"[111, 176, 15]"
vine,clipart,"[79, 34, 155]",56,"[116, 74, 49]",3609,"[68, 112, 51]",9490,"[89, 155, 57]",11517,"[162, 148, 76]",2212,"[128, 181, 56]"
weed,clipart,"[69, 29, 165]",214,"[60, 105, 57]",5648,"[112, 158, 185]",658,"[160, 212, 44]",6516,"[43, 248, 7]",31,"[114, 184, 30]"
freesia,clipart,"[7, 8, 248]",16,"[74, 125, 50]",11325,"[169, 101, 219]",34,"[92, 161, 42]",13166,"[242, 173, 19]",6249,"[247, 220, 15]"
poppy,clipart,"[26, 24, 46]",234,"[206, 99, 93]",1122,"[245, 63, 12]",6313,"[115, 172, 57]",52,"[246, 148, 38]",616,"[245, 52, 35]"
noon_sky,clipart,"[45, 83, 140]",6108,"[134, 0, 248]",6,"[60, 142, 193]",11144,"[150, 218, 195]",16320,"[201, 232, 166]",5501,"[80, 175, 208]"
raspberry_sherbet,clipart,"[208, 46, 89]",8615,"[62, 133, 197]",183,"[111, 184, 26]",736,"[246, 166, 193]",2009,"[242, 231, 234]",1653,"[241, 35, 99]"
swamp,clipart,"[42, 43, 185]",46,"[72, 115, 66]",5933,"[100, 145, 50]",10219,"[81, 152, 155]",5845,"[51, 248, 9]",55,"[130, 180, 49]"
rock,clipart,"[106, 15, 153]",10,"[149, 9, 10]",14,"[112, 102, 102]",19952,"[145, 130, 122]",18462,"[124, 151, 42]",15,"[93, 77, 77]"
